account,account,server,rss,url
heydon@front-end.social,heydon,front-end.social,https://front-end.social/@heydon.rss,https://front-end.social/@heydon
zachleat@zachleat.com,zachleat,zachleat.com,https://zachleat.com/@zachleat.rss,https://zachleat.com/@zachleat
adactio@mastodon.social,adactio,mastodon.social,https://mastodon.social/@adactio.rss,https://mastodon.social/@adactio
selsky@mastodon.social,selsky,mastodon.social,https://mastodon.social/@selsky.rss,https://mastodon.social/@selsky
zoesqwilliams@mindly.social,zoesqwilliams,mindly.social,https://mindly.social/@zoesqwilliams.rss,https://mindly.social/@zoesqwilliams
thefirethirteen@fosstodon.org,thefirethirteen,fosstodon.org,https://fosstodon.org/@thefirethirteen.rss,https://fosstodon.org/@thefirethirteen
drewdevault@fosstodon.org,drewdevault,fosstodon.org,https://fosstodon.org/@drewdevault.rss,https://fosstodon.org/@drewdevault
NetNewsWire@micro.blog,NetNewsWire,micro.blog,https://micro.blog/@NetNewsWire.rss,https://micro.blog/@NetNewsWire
muskanity@mas.to,muskanity,mas.to,https://mas.to/@muskanity.rss,https://mas.to/@muskanity
abraxas3d@fosstodon.org,abraxas3d,fosstodon.org,https://fosstodon.org/@abraxas3d.rss,https://fosstodon.org/@abraxas3d
jayeless@toot.cat,jayeless,toot.cat,https://toot.cat/@jayeless.rss,https://toot.cat/@jayeless
j9t@mas.to,j9t,mas.to,https://mas.to/@j9t.rss,https://mas.to/@j9t
leninology@mastodon.world,leninology,mastodon.world,https://mastodon.world/@leninology.rss,https://mastodon.world/@leninology
mastohost@mastodon.social,mastohost,mastodon.social,https://mastodon.social/@mastohost.rss,https://mastodon.social/@mastohost
ia@mastodon.online,ia,mastodon.online,https://mastodon.online/@ia.rss,https://mastodon.online/@ia
harrybr@masto.design,harrybr,masto.design,https://masto.design/@harrybr.rss,https://masto.design/@harrybr
whalecoiner@indieweb.social,whalecoiner,indieweb.social,https://indieweb.social/@whalecoiner.rss,https://indieweb.social/@whalecoiner
liza@post.lurk.org,liza,post.lurk.org,https://post.lurk.org/@liza.rss,https://post.lurk.org/@liza
reichenstein@mastodon.social,reichenstein,mastodon.social,https://mastodon.social/@reichenstein.rss,https://mastodon.social/@reichenstein
susanagardiner@mastodon.online,susanagardiner,mastodon.online,https://mastodon.online/@susanagardiner.rss,https://mastodon.online/@susanagardiner
flyingrub@merveilles.town,flyingrub,merveilles.town,https://merveilles.town/@flyingrub.rss,https://merveilles.town/@flyingrub
christophe@mastodon.vlaanderen,christophe,mastodon.vlaanderen,https://mastodon.vlaanderen/@christophe.rss,https://mastodon.vlaanderen/@christophe
Epidiah@dice.camp,Epidiah,dice.camp,https://dice.camp/@Epidiah.rss,https://dice.camp/@Epidiah
mjolly@mastodon.me.uk,mjolly,mastodon.me.uk,https://mastodon.me.uk/@mjolly.rss,https://mastodon.me.uk/@mjolly
ollyfayers@mas.to,ollyfayers,mas.to,https://mas.to/@ollyfayers.rss,https://mas.to/@ollyfayers
WeAreFairphone@social.weho.st,WeAreFairphone,social.weho.st,https://social.weho.st/@WeAreFairphone.rss,https://social.weho.st/@WeAreFairphone
shauny@tech.lgbt,shauny,tech.lgbt,https://tech.lgbt/@shauny.rss,https://tech.lgbt/@shauny
richardcarter@mastodon.org.uk,richardcarter,mastodon.org.uk,https://mastodon.org.uk/@richardcarter.rss,https://mastodon.org.uk/@richardcarter
martijnbraam@fosstodon.org,martijnbraam,fosstodon.org,https://fosstodon.org/@martijnbraam.rss,https://fosstodon.org/@martijnbraam
aral@mastodon.ar.al,aral,mastodon.ar.al,https://mastodon.ar.al/@aral.rss,https://mastodon.ar.al/@aral
libreoffice@fosstodon.org,libreoffice,fosstodon.org,https://fosstodon.org/@libreoffice.rss,https://fosstodon.org/@libreoffice
fosstodon@fosstodon.org,fosstodon,fosstodon.org,https://fosstodon.org/@fosstodon.rss,https://fosstodon.org/@fosstodon
kev@fosstodon.org,kev,fosstodon.org,https://fosstodon.org/@kev.rss,https://fosstodon.org/@kev
